name,dail,prev
Kif," Well, actually, I don't have bones. I'm supported by a system of fluid-filled bladders that--", The very bead used to crush our dreams shall be used to crush your bones.
Fry, the bead you traded your land for?," Well, actually, I don't have bones. I'm supported by a system of fluid-filled bladders that--"
Leela, It's a gigantic diamond! That thing must be worth a fortune., the bead you traded your land for?
Singing Wind, Really?, It's a gigantic diamond! That thing must be worth a fortune.
Bender," Oh, Chief, you've made me the happiest girl in the world!", Really?
Amy," Y'know, if you still want your land, we could just trade back for it."," Oh, Chief, you've made me the happiest girl in the world!"
Singing Wind, Hmm. We always thought bead was worthless. We assumed our ancestors were cheated because they not have concept of ownership.," Y'know, if you still want your land, we could just trade back for it."
Bender, So we can have the diamond?, Hmm. We always thought bead was worthless. We assumed our ancestors were cheated because they not have concept of ownership.
Singing, Wind have concept of ownership. You are free to go. Sorry about all the rustling and kidnapping., So we can have the diamond?
Leela, But what about your sacred land?, Wind have concept of ownership. You are free to go. Sorry about all the rustling and kidnapping.
Singing Wind," Land shmand! We don't wanna live on this planet. It's a dump. We'll buy new planet and act like it's sacred. With cash like this, who's going to argue? Nobody, that's who!", But what about your sacred land?
Amy," Then Kif flew Betsy, rescued me from the tornado and made peace with the Martians."," Land shmand! We don't wanna live on this planet. It's a dump. We'll buy new planet and act like it's sacred. With cash like this, who's going to argue? Nobody, that's who!"
Mr Wong, Please! He too much of a wimp.," Then Kif flew Betsy, rescued me from the tornado and made peace with the Martians."
Mrs Wong, Yeah. I'm sure it was all Mr. Zapp Brannigan here., Please! He too much of a wimp.
Zapp," Please, you give me too little credit.", Yeah. I'm sure it was all Mr. Zapp Brannigan here.
Zoidberg," Captain Brannigan, you're always welcome here at Rancho Zoidberg!"," Please, you give me too little credit."
Zoidberg," Money doesn't make good people, no, siree!"," Captain Brannigan, you're always welcome here at Rancho Zoidberg!"
Amy," Thanks for saving my life, Kif. You're my hero."," Money doesn't make good people, no, siree!"
Kif," Oh, you're kind. But your parents still don't like me."," Thanks for saving my life, Kif. You're my hero."
Amy, Well globviously! But if they liked you then I wouldn't. Don't you know anything about girls?," Oh, you're kind. But your parents still don't like me."
Kif," Dear diary, I just made love for the second time!", Well globviously! But if they liked you then I wouldn't. Don't you know anything about girls?
Announcer  Thompsons Teeth, The only teeth strong enough to eat other teeth.," Dear diary, I just made love for the second time!"
Farnsworth," Good news, everyone! Today marks our dear friend Dr. Zoidberg's 10th year with Planet Express. Huzzahs are in order.", The only teeth strong enough to eat other teeth.
Fry, Huzzah!," Good news, everyone! Today marks our dear friend Dr. Zoidberg's 10th year with Planet Express. Huzzahs are in order."
Leela, Huzzah!, Huzzah!
Amy, Huzzah!, Huzzah!
Zoidberg, Hooray for me! Hooray for Zoidberg!, Huzzah!
Hermes," Dear employee. Has it really been five, 10 or 15 years? If not, please disregard this and get back to work. Distribute token of appreciation and applaud.", Hooray for me! Hooray for Zoidberg!
Zoidberg," Look! Coupons! I can get two oil changes for the price of one! Now if I could only afford the one ... and the car. Ah, the years! So many memories, so many strange fluids gushing out of patients' bodies--"," Dear employee. Has it really been five, 10 or 15 years? If not, please disregard this and get back to work. Distribute token of appreciation and applaud."
Hermes," It's empty because you haven't paid into it, you dumb stinkbug!"," Look! Coupons! I can get two oil changes for the price of one! Now if I could only afford the one ... and the car. Ah, the years! So many memories, so many strange fluids gushing out of patients' bodies--"
Zoidberg, You kept track of it all these years!," It's empty because you haven't paid into it, you dumb stinkbug!"
Fry, I haven't paid into the pension either. What'll I do when I retire?, You kept track of it all these years!
Bender, I thought you were retired., I haven't paid into the pension either. What'll I do when I retire?
Fry," Hey, I don't see you planning for your old age.", I thought you were retired.
Bender," I got plans. I'm gonna turn my on/off switch to ""off""."," Hey, I don't see you planning for your old age."
Fry, Damn! Still only $100.," I got plans. I'm gonna turn my on/off switch to ""off""."
Franklin," A penny saved is a penny earned. Also, could you get some athlete's foot cream for my face?", Damn! Still only $100.
Fry, He's right! I've gotta start investing wisely.," A penny saved is a penny earned. Also, could you get some athlete's foot cream for my face?"
Fry, Mule. Crud!, He's right! I've gotta start investing wisely.
Bender," So, you got six bucks left to retire on. I recommend Tender Vittles.", Mule. Crud!
Teller, like yourself is aware that we charge a $10 monthly fee.," So, you got six bucks left to retire on. I recommend Tender Vittles."
Fry, You gotta spend money to make money., like yourself is aware that we charge a $10 monthly fee.
Teller," Here you are, sir. Your account is now overdrawn by $4.", You gotta spend money to make money.
Robot," Gee, I've seen lines move faster in a sperm bank."," Here you are, sir. Your account is now overdrawn by $4."
Bender, Roberto! Is that you?," Gee, I've seen lines move faster in a sperm bank."
Roberto," Bender! Hey, man!", Roberto! Is that you?
Bender, You old lunatic! How you been?," Bender! Hey, man!"
Roberto, Everybody on the floor! This is a stick-up!, You old lunatic! How you been?
Bender, I'm taking a Chinese cooking class at the Learning Annex., Everybody on the floor! This is a stick-up!
Roberto, Cool. Ca-Can you give me a hand here?, I'm taking a Chinese cooking class at the Learning Annex.
Bender," Sure thing, pal.", Cool. Ca-Can you give me a hand here?
Roberto, Quit watering that plant and get the door!," Sure thing, pal."
Bender," Well, nice talking to you.", Quit watering that plant and get the door!
Roberto, You guys are alright! Here's something for your trouble.," Well, nice talking to you."
Bender," Hey, thanks, buddy!", You guys are alright! Here's something for your trouble.
Smitty," Freeze, punks! You're under arrest!"," Hey, thanks, buddy!"
Nixon, Shoot them in the back! Quick! While they're not looking!," Freeze, punks! You're under arrest!"
Bailiff, Court is in session. The Honourable Judge Whitey presiding., Shoot them in the back! Quick! While they're not looking!
Whitey," The charge is bank robbery. Now, my caddie chauffeur informs me that a bank is a place where people put money that isn't properly invested. Therefore, robbing a bank is tantamount to that most heinous of crimes, theft of money.", Court is in session. The Honourable Judge Whitey presiding.
HyperChicken," As the surveillance camera for the bank what all the judge was a-jawing about, could y'all tell us what you done seen the day of the crime?"," The charge is bank robbery. Now, my caddie chauffeur informs me that a bank is a place where people put money that isn't properly invested. Therefore, robbing a bank is tantamount to that most heinous of crimes, theft of money."
Camera," Well, let's see. My memory's a little fuzzy, but it went exactly like this"," As the surveillance camera for the bank what all the judge was a-jawing about, could y'all tell us what you done seen the day of the crime?"
HyperChicken," Your Honour, I move that I be disbarred for introducing this evidence against my own clients."," Well, let's see. My memory's a little fuzzy, but it went exactly like this"
HyperChicken," Mr. Fry, do you recognise the robot a-huggin' on you in this here hologram?"," Your Honour, I move that I be disbarred for introducing this evidence against my own clients."
Fry, I sure do! That's the real robber and I'll never forget his name as long as I live. And that name is--," Mr. Fry, do you recognise the robot a-huggin' on you in this here hologram?"
Leela, Fry! Just give a name. You don't wanna look stupid on Court TV!, I sure do! That's the real robber and I'll never forget his name as long as I live. And that name is--
Fry, You're right. You're right. It was--, Fry! Just give a name. You don't wanna look stupid on Court TV!
Whitey, Yes? What? You say if I testify I'll be killed? Oh. It's for you., You're right. You're right. It was--
Roberto, ...and the other hamburger will..., Yes? What? You say if I testify I'll be killed? Oh. It's for you.
Roberto," ...also be made of your lungs. So long, pal.", ...and the other hamburger will...
Fry, I refuse to testify on the grounds that my organs will be chopped up into a patty.," ...also be made of your lungs. So long, pal."
Whitey," Ah, the 67th Amendment.", I refuse to testify on the grounds that my organs will be chopped up into a patty.
HyperChicken, I may be a simple country Hyper-Chicken but I know when we're finger-licked. Whattya say we plead insanity?," Ah, the 67th Amendment."
Bender, A few months in an insane asylum? I could do that standing on my head., I may be a simple country Hyper-Chicken but I know when we're finger-licked. Whattya say we plead insanity?
HyperChicken," If you start now, it might help our case.", A few months in an insane asylum? I could do that standing on my head.
Whitey," Counselor, what evidence do you offer to support this new plea of insanity?"," If you start now, it might help our case."
HyperChicken," Well, for one, they done hired me to represent them."," Counselor, what evidence do you offer to support this new plea of insanity?"
Whitey," Insanity plea is accepted. Mr. Bender, I hereby commit you to the asylum for criminally insane robots until such time as you are deemed cured."," Well, for one, they done hired me to represent them."
Bender, Yahoo! The system fails again!," Insanity plea is accepted. Mr. Bender, I hereby commit you to the asylum for criminally insane robots until such time as you are deemed cured."
Whitey," And, Mr. Fry, I sentence you to the home for criminally insane humans.", Yahoo! The system fails again!
Bailiff," Your Honour, that facility has been full ever since you ruled that being poor is a mental illness."," And, Mr. Fry, I sentence you to the home for criminally insane humans."
Whitey, Order! Order! The only poor people I want to hear about are the people who tend to my pores at the spa. Just send them both to the robot loony bin and let's go.," Your Honour, that facility has been full ever since you ruled that being poor is a mental illness."
Fry, Ow! My head! Ow! My feet! Ow! My head! Ow! My feet!, Order! Order! The only poor people I want to hear about are the people who tend to my pores at the spa. Just send them both to the robot loony bin and let's go.
Farnsworth, Keep your chin up!, Ow! My head! Ow! My feet! Ow! My head! Ow! My feet!
