,0,raw,name
742,"Farnsworth: Well, dark matter is extremely valuable as starship fuel. That's why it was all mined out, leaving the planet completely hollow.
","Farnsworth: Well, dark matter is extremely valuable as starship fuel. That's why it was all mined out, leaving the planet completely hollow.
",Farnsworth
743,"Leela: Yes, but what about the animals?
","Leela: Yes, but what about the animals?
",Leela
744,"Farnsworth: The wha?
","Farnsworth: The wha?
",Farnsworth
745,"Leela: The animals.
","Leela: The animals.
",Leela
746,"Farnsworth: I didn't say anything about animals. Now it seems that the planet will collapse within three days. Incidentally, this will kill all the animals.
","Farnsworth: I didn't say anything about animals. Now it seems that the planet will collapse within three days. Incidentally, this will kill all the animals.
",Farnsworth
747,"Leela.
","Leela.
","Leela.
"
748,"Bender Oh!
","Bender Oh!
","Bender Oh!
"
749,"Fry: I bet you Leela's holding out for a nice guy with one eye.
","Fry: I bet you Leela's holding out for a nice guy with one eye.
",Fry
750,"Bender: That'll take forever. What she oughta do is find a nice guy with two eyes, then poke one out.
","Bender: That'll take forever. What she oughta do is find a nice guy with two eyes, then poke one out.
",Bender
751,"Fry: Yeah, that'd be a timesaver.
","Fry: Yeah, that'd be a timesaver.
",Fry
752,"Leela: Do you mind?
","Leela: Do you mind?
",Leela
753,"Bender You can use this as an eye-poker.
","Bender You can use this as an eye-poker.
","Bender You can use this as an eye-poker.
"
754,"Leela: Thank you. But I don't care how many eyes a man has ... as long as it's less than five. All I'm looking for is a guy who's adventurous, self-confident...
","Leela: Thank you. But I don't care how many eyes a man has ... as long as it's less than five. All I'm looking for is a guy who's adventurous, self-confident...
",Leela
755,"Leela: ...maybe a snappy dresser.
","Leela: ...maybe a snappy dresser.
",Leela
756,"Zapp: These new uniforms are pretty snappy, eh, first officer?
","Zapp: These new uniforms are pretty snappy, eh, first officer?
",Zapp
757,"Kif as you are. Now what do you want to do about that unidentified ship?
","Kif as you are. Now what do you want to do about that unidentified ship?
","Kif as you are. Now what do you want to do about that unidentified ship?
"
758,"Zapp Mmm! That's got a nice feel to it.
","Zapp Mmm! That's got a nice feel to it.
","Zapp Mmm! That's got a nice feel to it.
"
759,"Zapp: Captain's journal: Star date, 3000.3.
","Zapp: Captain's journal: Star date, 3000.3.
",Zapp
760,"Kif: Who are you talking to, sir?
","Kif: Who are you talking to, sir?
",Kif
761,"Zapp We have detected a vessel attempting to break the security cordon around Vergon 6. I'm anticipating an all-out tactical dogfight, followed by a light dinner ... ravioli, ham, sundae bar.
","Zapp We have detected a vessel attempting to break the security cordon around Vergon 6. I'm anticipating an all-out tactical dogfight, followed by a light dinner ... ravioli, ham, sundae bar.
","Zapp We have detected a vessel attempting to break the security cordon around Vergon 6. I'm anticipating an all-out tactical dogfight, followed by a light dinner ... ravioli, ham, sundae bar.
"
762,"Leela: Hey, look! That's Zapp Brannigan's ship.
","Leela: Hey, look! That's Zapp Brannigan's ship.
",Leela
763,"Fry Zapp Brannigan?
","Fry Zapp Brannigan?
","Fry Zapp Brannigan?
"
764,"Leela: Uh-huh!
","Leela: Uh-huh!
",Leela
765,"Fry Zapp Brannigan?
","Fry Zapp Brannigan?
","Fry Zapp Brannigan?
"
766,"Kif: Shall I fire on them now, sir?
","Kif: Shall I fire on them now, sir?
",Kif
767,"Zapp What?
","Zapp What?
","Zapp What?
"
768,"Leela.
","Leela.
","Leela.
"
769,"Fry: Wow!
","Fry: Wow!
",Fry
770,"Bender: A grim day for robot-kind. Ah, but we can always build more Killbots!
","Bender: A grim day for robot-kind. Ah, but we can always build more Killbots!
",Bender
771,"Leela.
","Leela.
","Leela.
"
772,"Fry: Leela's got a boyfriend!
","Fry: Leela's got a boyfriend!
",Fry
773,"Leela: No I don't. But I think we ought to meet with him and see if he'll help us rescue those animals.
","Leela: No I don't. But I think we ought to meet with him and see if he'll help us rescue those animals.
",Leela
774,"Bender
","Bender
","Bender
"
775,"Kif: Sir, they're headed straight for us.
","Kif: Sir, they're headed straight for us.
",Kif
776,"Zapp But the one thing their captain doesn't realise and never will is that--
","Zapp But the one thing their captain doesn't realise and never will is that--
","Zapp But the one thing their captain doesn't realise and never will is that--
"
777,"Kif: Sir, they've docked with us and have come aboard.
","Kif: Sir, they've docked with us and have come aboard.
",Kif
778,"Zapp If that wicker chair I like survives the slaughter, have it sent to my P.O. box.
","Zapp If that wicker chair I like survives the slaughter, have it sent to my P.O. box.
","Zapp If that wicker chair I like survives the slaughter, have it sent to my P.O. box.
"
779,"Leela: Hello, I'm Leela, captain of the Planet Express delivery ship. We've come aboard to plead for your assistance.
","Leela: Hello, I'm Leela, captain of the Planet Express delivery ship. We've come aboard to plead for your assistance.
",Leela
780,"Kif: Well, if there's anything--
","Kif: Well, if there's anything--
",Kif
781,"Zapp: I'm in command here. Zapp Brannigan. Has my fame preceded me or was I too quick for you?
","Zapp: I'm in command here. Zapp Brannigan. Has my fame preceded me or was I too quick for you?
",Zapp
782,"Leela: Oh, not at all. I'm just so, uh, really thrilled to meet you!
","Leela: Oh, not at all. I'm just so, uh, really thrilled to meet you!
",Leela
783,"Zapp: You're an impressive piece of captain. Beautiful and deadly -- a potent combination.
","Zapp: You're an impressive piece of captain. Beautiful and deadly -- a potent combination.
",Zapp
784,"Leela: You don't mean that!
","Leela: You don't mean that!
",Leela
785,"Zapp: But I do. I doubt I've seen more than three or four captains sexier than you, and only one who was deadlier.
","Zapp: But I do. I doubt I've seen more than three or four captains sexier than you, and only one who was deadlier.
",Zapp
786,"Fry: I heard that one time you single-handedly defeated a horde of rampaging somethings in the something-something-system.
","Fry: I heard that one time you single-handedly defeated a horde of rampaging somethings in the something-something-system.
",Fry
787,"Zapp: The Killbots? A trifle! It was simply a matter of outsmarting them.
","Zapp: The Killbots? A trifle! It was simply a matter of outsmarting them.
",Zapp
788,"Fry: Wow! I never would have thought of that!
","Fry: Wow! I never would have thought of that!
",Fry
789,"Zapp
","Zapp
","Zapp
"
790,"Zapp A little more ... more ... keep going.
","Zapp A little more ... more ... keep going.
","Zapp A little more ... more ... keep going.
"
791,"Leela: Captain Brannigan, we really need to talk to you about our mission.
","Leela: Captain Brannigan, we really need to talk to you about our mission.
",Leela
792,"Zapp: Whatever it is, I'm willing to put wave after wave of men at your disposal. Right, men?
","Zapp: Whatever it is, I'm willing to put wave after wave of men at your disposal. Right, men?
",Zapp
793,"Crewman: You suck!
","Crewman: You suck!
",Crewman
794,"Leela: We're hoping to save the animals of Vergon 6 from extinction. And if you could just--
","Leela: We're hoping to save the animals of Vergon 6 from extinction. And if you could just--
",Leela
795,"Zapp: Vergon 6? This light dinner is over.
","Zapp: Vergon 6? This light dinner is over.
",Zapp
796,"Leela: Wait! What's wrong?
","Leela: Wait! What's wrong?
",Leela
797,"Zapp"".
","Zapp"".
","Zapp"".
"
798,"Leela: But people already interfered. That planet was mined completely hollow.
","Leela: But people already interfered. That planet was mined completely hollow.
",Leela
799,"Zapp: Yes, by a Democratic Order of Planets mining crew.
","Zapp: Yes, by a Democratic Order of Planets mining crew.
",Zapp
800,"Leela: This doesn't make any sense.
","Leela: This doesn't make any sense.
",Leela
801,"Zapp: I don't pretend to understand Brannigan's Law. I merely enforce it.
","Zapp: I don't pretend to understand Brannigan's Law. I merely enforce it.
",Zapp
802,"Leela: Fine! We'll save the animals without your help.
","Leela: Fine! We'll save the animals without your help.
",Leela
803,"Zapp: I'm afraid I can't allow that. Guards!
","Zapp: I'm afraid I can't allow that. Guards!
",Zapp
804,"Fry: What just happened?
","Fry: What just happened?
",Fry
805,"Bender: He's throwing us in prison.
","Bender: He's throwing us in prison.
",Bender
806,"Fry: Dang! Can I get this wrapped up?
","Fry: Dang! Can I get this wrapped up?
",Fry
807,"Leela: Ow! I might've liked Zapp Brannigan if he weren't a pompous dimwit who threw me in prison.
","Leela: Ow! I might've liked Zapp Brannigan if he weren't a pompous dimwit who threw me in prison.
",Leela
808,"Bender: You really are too picky.
","Bender: You really are too picky.
",Bender
809,"Zapp: Kif, follow me up to the observation deck. I've got some musing to do.
","Zapp: Kif, follow me up to the observation deck. I've got some musing to do.
",Zapp
810,"Kif: Oh, jeez!
","Kif: Oh, jeez!
",Kif
811,"Zapp: I'm facing a formidable female adversary, Kif. Suggestions?
","Zapp: I'm facing a formidable female adversary, Kif. Suggestions?
",Zapp
812,"Kif: I fail to see any problem, sir. You already imprisoned her under directive B-10.8-1.
","Kif: I fail to see any problem, sir. You already imprisoned her under directive B-10.8-1.
",Kif
813,"Zapp: You mean Brannigan's Law?
","Zapp: You mean Brannigan's Law?
",Zapp
814,"Kif: Right, that law.
","Kif: Right, that law.
",Kif
815,"Zapp: Which one?
","Zapp: Which one?
",Zapp
816,"Kif: Brannigan's Law.
","Kif: Brannigan's Law.
",Kif
817,"Zapp This time we are sure she's a woman, right?
","Zapp This time we are sure she's a woman, right?
","Zapp This time we are sure she's a woman, right?
"
818,"Kif.
","Kif.
","Kif.
"
819,"Zapp lay out my formal shorts.
","Zapp lay out my formal shorts.
","Zapp lay out my formal shorts.
"
820,"Kif: ""The boy"", sir?
","Kif: ""The boy"", sir?
",Kif
821,"Zapp: You. You lay out my formal shorts.
","Zapp: You. You lay out my formal shorts.
",Zapp
822,"Kif wants to see you in his quarters.
","Kif wants to see you in his quarters.
","Kif wants to see you in his quarters.
"
823,"Leela: Good. This will be my chance to reason with him, captain to captain.
","Leela: Good. This will be my chance to reason with him, captain to captain.
",Leela
824,"Kif: And he wants you to wear this.
","Kif: And he wants you to wear this.
",Kif
825,"Zapp: Come and get it!
","Zapp: Come and get it!
",Zapp
826,"Zapp?
","Zapp?
","Zapp?
"
827,"Leela.
","Leela.
","Leela.
"
828,"Zapp: Well I have studied abroad. Or two!
","Zapp: Well I have studied abroad. Or two!
",Zapp
829,"Leela: Captain--
","Leela: Captain--
",Leela
830,"Zapp: Uh-huh?
","Zapp: Uh-huh?
",Zapp
831,"Leela: If we could speak seriously for a moment--
","Leela: If we could speak seriously for a moment--
",Leela
832,"Zapp: Uh-huh?
","Zapp: Uh-huh?
",Zapp
833,"Leela: I'd like you to reconsider letting us rescue those animals.
","Leela: I'd like you to reconsider letting us rescue those animals.
",Leela
834,"Zapp I like your style. I find it very... (whispering) erotic.
","Zapp I like your style. I find it very... (whispering) erotic.
","Zapp I like your style. I find it very... (whispering) erotic.
"
835,"Leela: What?
","Leela: What?
",Leela
836,"Zapp: Erotic!
","Zapp: Erotic!
",Zapp
837,"Fry: We can definitely escape, Bender. All you have to do is bend the hatch off this steam pipe.
","Fry: We can definitely escape, Bender. All you have to do is bend the hatch off this steam pipe.
",Fry
838,"Bender: Hey, yeah!
","Bender: Hey, yeah!
",Bender
839,"Fry: No good! It's full of steam!
","Fry: No good! It's full of steam!
",Fry
840,"Zapp: You look like a woman who enjoys the finer things. Come over here and feel my velour bedspread.
","Zapp: You look like a woman who enjoys the finer things. Come over here and feel my velour bedspread.
",Zapp
841,"Leela: I'm not really in the mood.
","Leela: I'm not really in the mood.
",Leela
842,"Zapp: Leela, it's real velour. Just let yourself go.
","Zapp: Leela, it's real velour. Just let yourself go.
",Zapp
843,"Leela just go back to prison?
","Leela just go back to prison?
","Leela just go back to prison?
"
844,"Zapp?
","Zapp?
","Zapp?
"
845,"Leela What are you doing?
","Leela What are you doing?
","Leela What are you doing?
"
846,"Zapp: Oh, God, I'm pathetic. Sorry. Just go. You want the rest of the sham-pag-in?
","Zapp: Oh, God, I'm pathetic. Sorry. Just go. You want the rest of the sham-pag-in?
",Zapp
847,"Leela: No. And it's pronounced ""sham-pane"".
","Leela: No. And it's pronounced ""sham-pane"".
",Leela
